,title,code,type,lastupdateofdata,lasttablestructurechange,datastart,dataend
1588,Pupilsenrolledinearlychildhoodeducationbysexandage,EDUC_UOE_ENRP02,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1589,"Standardisedprevalencerateofwork-relatedhealthproblemsbyseverity,diagnosisgroup,NACERev.1.1activityandage",HSW_HP_SVDNA,dataset,2009-03-27T11:00:00+0100,2024-10-14T23:00:00+0200,1999,1999
1590,Participationrateininformallearningbylearningformandage,TRNG_AES_201,dataset,2024-08-20T23:00:00+0200,2024-08-20T23:00:00+0200,2007,2022
1591,PupilsenrolledinearlychildhoodeducationbysexandNUTS2region,EDUC_UOE_ENRP03,dataset,2024-07-26T23:00:00+0200,2024-05-23T23:00:00+0200,2013,2022
1592,"Numberofwork-relatedhealthproblemsbydiagnosisgroup,severity,activityandemploymentstatusofthevictimandage",HSW_HP_SVDWA,dataset,2009-03-27T11:00:00+0100,2024-10-14T23:00:00+0200,1999,1999
1593,Participationrateininformallearningbylearningformandeducationalattainmentlevel,TRNG_AES_202,dataset,2024-08-20T23:00:00+0200,2024-08-20T23:00:00+0200,2007,2022
1594,"Relativestandardisedincidencerateofaccidentalinjuriesatworkbypermanencyofthejob,lengthofserviceintheenterpriseandNACERev.1.1activity(meanrateforeachMemberState=100)",HSW_IJ_CLN,dataset,2010-01-18T11:00:00+0100,2024-06-07T23:00:00+0200,1999,1999
1595,Participationrateininformallearningbylearningformandlabourstatus,TRNG_AES_203,dataset,2024-08-20T23:00:00+0200,2024-08-20T23:00:00+0200,2007,2022
1596,Cross-classificationoffixedassetsbyindustryandbyasset(stocks),NAMA_10_NFA_ST$DV_647,dataset,2024-11-28T23:00:00+0100,2024-10-12T23:00:00+0200,,
1597,"Pupilsenrolledinprimaryeducationbysex,typeofinstitutionandintensityofparticipation",EDUC_UOE_ENRP04,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1598,Relativestandardisedincidencerateofaccidentalinjuriesatworkbyeducationalattainmentlevelandsex(meanrateforeachMemberState=100),HSW_IJ_EDSE,dataset,2009-03-27T11:00:00+0100,2024-04-12T23:00:00+0200,1999,1999
1599,Participationrateininformallearningbylearningformandoccupation,TRNG_AES_204,dataset,2024-08-20T23:00:00+0200,2024-08-20T23:00:00+0200,2007,2022
1600,Pupilsenrolledinprimaryeducationbysexandage,EDUC_UOE_ENRP05,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1601,MainGDPaggregatespercapita,NAMA_10_PC,dataset,2024-12-03T23:00:00+0100,2024-10-18T11:00:00+0200,1975,2023
1602,Participationrateininformallearningbylearningformanddegreeofurbanisation,TRNG_AES_205,dataset,2024-08-20T23:00:00+0200,2024-08-20T23:00:00+0200,2007,2022
1603,PupilsenrolledinprimaryeducationbysexandNUTS2region,EDUC_UOE_ENRP06,dataset,2024-07-26T23:00:00+0200,2024-05-23T23:00:00+0200,2013,2022
1604,MainGDPaggregatespercapita,NAMA_10_PC$DV_648,dataset,2024-12-03T23:00:00+0100,2024-10-18T11:00:00+0200,,
1605,Pupilsinearlychildhoodandprimaryeducationbyeducationlevelandage-as%ofcorrespondingagepopulation,EDUC_UOE_ENRP07,dataset,2024-10-03T11:00:00+0200,2024-05-14T11:00:00+0200,2012,2022
1606,Participationinanylearningactivitiesbysexandage,TRNG_ANY1,dataset,2009-03-27T11:00:00+0100,2024-01-03T23:00:00+0100,2003,2003
1607,Populationandemployment,NAMA_10_PE,dataset,2024-12-03T23:00:00+0100,2024-10-18T11:00:00+0200,1975,2023
1608,"Relativeincidencerateofaccidentalinjuriesatworkbyworkinghours,numberofjobcontract,NACERev.1.1activity,ageandsex(EUmeanrate=100)",HSW_IJ_HJNAS,dataset,2010-01-18T11:00:00+0100,2024-01-03T23:00:00+0100,1999,1999
1609,Participationinanylearningactivitiesbyeducationalattainmentlevelandlabourstatus,TRNG_ANY2,dataset,2009-03-27T11:00:00+0100,2024-01-03T23:00:00+0100,2003,2003
1610,"Pupilsenrolledinlower-secondaryeducationbyprogrammeorientation,sex,typeofinstitutionandintensityofparticipation",EDUC_UOE_ENRS01,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1611,GNI(grossnationalincome)percapitainPPS,NAMA_10_PP,dataset,2023-12-18T23:00:00+0100,2024-01-03T23:00:00+0100,2019,2022
1612,"Accidentalinjuriesatworkbytypeofinjury,workstatusaftertheaccidentalinjuryandage",HSW_IJ_INWSA,dataset,2009-03-27T11:00:00+0100,2024-10-10T11:00:00+0200,1999,1999
1613,"Pupilsenrolledinlower-secondaryeducationbyprogrammeorientation,sexandage",EDUC_UOE_ENRS02,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1614,GrossvalueaddedandincomeA*10industrybreakdowns,NAMQ_10_A10,dataset,2024-12-03T23:00:00+0100,2024-10-30T11:00:00+0100,1975-Q1,2024-Q3
1615,Participationinanylearningactivitiesbydegreeofurbanisation,TRNG_ANY3,dataset,2009-03-27T11:00:00+0100,2024-01-03T23:00:00+0100,2003,2003
1616,RelativeincidencerateofaccidentalinjuriesatworkbyoccupationandNACERev.1.1activity(EUmeanrate=100),HSW_IJ_ISNA,dataset,2009-03-27T11:00:00+0100,2024-01-03T23:00:00+0100,1999,1999
1617,EmploymentA*10industrybreakdowns,NAMQ_10_A10_E,dataset,2024-12-03T23:00:00+0100,2024-10-29T23:00:00+0100,1980-Q1,2024-Q3
1618,"Pupilsenrolledinlower-secondaryeducationbyprogrammeorientation,sexandNUTS2region",EDUC_UOE_ENRS03,dataset,2024-07-26T23:00:00+0200,2024-05-23T23:00:00+0200,2013,2022
1619,ParticipationinanylearningactivitiesbyNACERev.1.1activity,TRNG_ANY4,dataset,2009-03-27T11:00:00+0100,2024-01-03T23:00:00+0100,2003,2003
1620,"Accidentalinjuriesatworkin1999,bysex",HSW_IJ_NUSE,dataset,2009-03-26T11:00:00+0100,2024-01-03T23:00:00+0100,1999,1999
1621,Participationinanylearningactivitiesbysizeofthelocalunit,TRNG_ANY5,dataset,2009-03-27T11:00:00+0100,2024-01-03T23:00:00+0100,2003,2003
1622,"Relativeincidencerateofaccidentalinjuriesatworkbyseverity,permanencyofthejob,lengthofserviceintheenterpriseandNACERev.1.1activity(EUmeanrate=100foreachseverity)",HSW_IJ_SVCLN,dataset,2010-01-18T11:00:00+0100,2024-10-14T23:00:00+0200,1999,1999
1623,Participationinanylearningactivitiesbyoccupation,TRNG_ANY6,dataset,2009-07-21T23:00:00+0200,2024-01-03T23:00:00+0100,2003,2003
1624,"Relativeincidencerateofaccidentalinjuriesatworkbyseverity,workinghoursandsex(EUmeanrate=100foreachseverity)",HSW_IJ_SVHOS,dataset,2010-01-18T11:00:00+0100,2024-10-14T23:00:00+0200,1999,1999
1625,EnterprisesprovidingtrainingbytypeoftrainingandNACERev.1.1activity-%ofallenterprises,TRNG_CVT_01N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1626,Accidentalinjuriesatworkbyseverityandtypeofinjury,HSW_IJ_SVINJ,dataset,2009-03-27T11:00:00+0100,2024-10-14T23:00:00+0200,1999,1999
1627,EnterprisesprovidingtrainingbytypeoftrainingandNACERev.2activity-%ofallenterprises,TRNG_CVT_01N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1628,"Pupilsenrolledinuppersecondaryeducationbyprogrammeorientation,sex,typeofinstitutionandintensityofparticipation",EDUC_UOE_ENRS04,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2005,2022
1629,"Relativeincidencerateofaccidentalinjuriesatworkbyseverity,frequencyofnightworkandage(EUmeanrate=100foreachseverity)",HSW_IJ_SVNIA,dataset,2009-03-27T11:00:00+0100,2024-10-14T23:00:00+0200,1999,1999
1630,Enterprisesprovidingtrainingbytypeoftrainingandsizeclass-%ofallenterprises,TRNG_CVT_01S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1631,"Pupilsenrolledinupper-secondaryeducationbyprogrammeorientation,sexandage",EDUC_UOE_ENRS05,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1632,"Relativeincidencerateofaccidentalinjuriesatworkbyseverity,frequencyofshiftworkandage(EUmeanrate=100foreachseverity)",HSW_IJ_SVSHA,dataset,2009-03-27T11:00:00+0100,2024-10-14T23:00:00+0200,1999,1999
1633,Enterprisesnotprovidingtrainingbyreasonfornon-provisionandNACERev.1.1activity-%ofnon-trainingenterprises,TRNG_CVT_02N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1634,GrossfixedcapitalformationwithAN_F6assetbreakdowns,NAMQ_10_AN6,dataset,2024-12-03T23:00:00+0100,2024-10-30T11:00:00+0100,1978-Q1,2024-Q3
1635,Indicatorsonhealthandsafetyatwork,HSW_IND,dataset,2019-03-21T23:00:00+0100,2024-01-03T23:00:00+0100,1994,2006
1636,"Pupilsenrolledinupper-secondaryeducationbyprogrammeorientation,sexandage",EDUC_UOE_ENRS05$DV_2144,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,,
1637,Enterprisesnotprovidingtrainingbyreasonfornon-provisionandNACERev.2activity-%ofnon-trainingenterprises,TRNG_CVT_02N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1638,ExportsandimportsbyMemberStatesoftheEU/thirdcountries,NAMQ_10_EXI,dataset,2024-12-03T23:00:00+0100,2024-11-29T23:00:00+0100,1980-Q1,2024-Q3
1639,"Accidentsatworkbysex,ageandseverity(NACERev.2activityA,C-N)",HSW_MI01,dataset,2024-11-19T11:00:00+0100,2024-11-19T11:00:00+0100,2008,2022
1640,Finalconsumptionaggregates,NAMQ_10_FCS,dataset,2024-12-03T23:00:00+0100,2024-10-30T11:00:00+0100,1978-Q1,2024-Q3
1641,"Accidentsatworkbydayslost,sexandage(NACERev.2activityA,C-N)",HSW_MI02,dataset,2024-11-19T11:00:00+0100,2024-11-19T11:00:00+0100,2008,2022
1642,"GDPandmaincomponents(output,expenditureandincome)",NAMQ_10_GDP,dataset,2024-12-03T23:00:00+0100,2024-10-29T23:00:00+0100,1975-Q1,2024-Q3
1643,"Accidentsatworkbysexandage,excludingroadtrafficaccidentsandaccidentsonboardofanymeanoftransportinthecourseofwork(NACERev.2activityA,C-NexcludingH)",HSW_MI03,dataset,2024-11-19T11:00:00+0100,2024-11-19T11:00:00+0100,2008,2022
1644,Labourproductivityandunitlabourcosts,NAMQ_10_LP_ULC,dataset,2024-12-03T23:00:00+0100,2024-10-29T23:00:00+0100,1980-Q1,2024-Q3
1645,"Pupilsenrolledinuppersecondaryeducationbyprogrammeorientation,sexandNUTS2region",EDUC_UOE_ENRS06,dataset,2024-07-26T23:00:00+0200,2024-05-23T23:00:00+0200,2013,2022
1646,MainGDPaggregatespercapita,NAMQ_10_PC,dataset,2024-12-03T23:00:00+0100,2024-10-30T23:00:00+0100,1980-Q1,2024-Q3
1647,"Accidentsatworkbysizeofenterprise(NACERev.2activityA,C-N)",HSW_MI04,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1648,Enterprisesnotprovidingtrainingbyreasonfornon-provisionandsizeclass-%ofnon-trainingenterprises,TRNG_CVT_02S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1649,Populationandemployment,NAMQ_10_PE,dataset,2024-12-03T23:00:00+0100,2024-10-29T23:00:00+0100,1980-Q1,2024-Q3
1650,"AccidentsatworkbyISCOandemploymentstatus(NACERev.2activityA,C-N)",HSW_MI05,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1651,EnterprisesprovidingtrainingbyfactorlimitingprovisionandNACERev.1.1activity-%oftrainingenterprises,TRNG_CVT_03N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1652,"Accidentsatworkbypartofbodyinjuredandseverity(NACERev.2activityA,C-N)",HSW_MI06,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1653,Financialbalancesheets-annualdata,NASA_10_F_BS,dataset,2024-11-09T11:00:00+0100,2024-10-25T11:00:00+0200,1990,2023
1654,EnterprisesprovidingtrainingbyfactorlimitingprovisionandNACERev.2activity-%oftrainingenterprises,TRNG_CVT_03N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1655,Financialaccounts:counterpartinformation--annualdata,NASA_10_F_CP,dataset,2024-10-25T23:00:00+0200,2024-04-24T11:00:00+0200,1990,2023
1656,"Accidentsatworkbytypeofinjuryandseverity(NACERev.2activityA,C-N)",HSW_MI07,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1657,Enterprisesprovidingtrainingbyfactorlimitingprovisionandsizeclass-%oftrainingenterprises,TRNG_CVT_03S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1658,Accidentsatworkbysexandseverity(NACERev.2activityTotal),HSW_MI08,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2010,2022
1659,Revaluationaccount-annualdata,NASA_10_F_GL,dataset,2024-11-08T23:00:00+0100,2024-10-25T23:00:00+0200,1990,2023
1660,"Enterprisesprovidingtrainingbyparticipationintensity,typeoftrainingandNACERev.1.1activity-%oftrainingenterprises",TRNG_CVT_04N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1661,"Pupilsenrolledinpost-secondarynon-tertiaryeducationbyprogrammeorientation,sex,typeofinstitutionandintensityofparticipation",EDUC_UOE_ENRS07,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2005,2022
1662,Otherchangesinvolume-annualdata,NASA_10_F_OC,dataset,2024-11-08T23:00:00+0100,2024-10-25T23:00:00+0200,1990,2023
1663,"Enterprisesprovidingtrainingbyparticipationintensity,typeoftrainingandNACERev.2activity-%oftrainingenterprises",TRNG_CVT_04N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1664,Financialtransactions-annualdata,NASA_10_F_TR,dataset,2024-11-09T11:00:00+0100,2024-10-24T23:00:00+0200,1990,2023
1665,"Enterprisesprovidingtrainingbyparticipationintensity,typeoftrainingandsizeclass-%oftrainingenterprises",TRNG_CVT_04S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1666,"Pupilsenrolledinpost-secondarynon-tertiaryeducationbyprogrammeorientation,sexandage",EDUC_UOE_ENRS08,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1667,Non-fatalaccidentsatworkbyNACERev.2activityandsex,HSW_N2_01,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1668,Keyindicators-annualdata,NASA_10_KI,dataset,2024-11-28T23:00:00+0100,2024-11-22T11:00:00+0100,1949,2023
1669,EnterprisesprovidingtraininginpreviousyearbytypeoftrainingandNACERev.1.1activity-%ofallenterprises,TRNG_CVT_06N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1670,"Pupilsenrolledinpost-secondarynon-tertiaryeducationbyprogrammeorientation,sexandNUTS2region",EDUC_UOE_ENRS09,dataset,2024-07-26T23:00:00+0200,2024-05-23T23:00:00+0200,2013,2022
1671,Non-financialtransactions-annualdata,NASA_10_NF_TR,dataset,2024-11-28T23:00:00+0100,2024-11-22T11:00:00+0100,1949,2023
1672,EnterprisesprovidingtraininginpreviousyearbytypeoftrainingandNACERev.2activity-%ofallenterprises,TRNG_CVT_06N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1673,FatalAccidentsatworkbyNACERev.2activity,HSW_N2_02,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1674,Enterprisesprovidingtraininginpreviousyearbytypeoftrainingandsizeclass-%ofallenterprises,TRNG_CVT_06S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1675,"Pupilsenrolledinvocationaluppersecondaryandpost-secondarynon-tertiaryeducationbyeducationlevel,sexandfieldofeducation",EDUC_UOE_ENRS10,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2013,2022
1676,"EnterpriseswithCVTplanningbytypeofplanning,typeoftrainingprovidedandNACERev.1.1activity-%ofallenterprises",TRNG_CVT_07N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1677,Accrued-to-datepensionentitlementsinsocialinsurance-annualdata,NASA_10_PENS1,dataset,2024-07-29T11:00:00+0200,2024-04-29T23:00:00+0200,2012,2022
1678,"Studentsenrolledintertiaryeducationbyeducationlevel,programmeorientation,sex,typeofinstitutionandintensityofparticipation",EDUC_UOE_ENRT01,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2005,2022
1679,"EnterpriseswithCVTplanningbytypeofplanning,typeoftrainingprovidedandNACERev.2activity-%ofallenterprises",TRNG_CVT_07N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1680,Non-fatalaccidentsatworkbyNACERev.2activityandage,HSW_N2_03,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1681,"EnterpriseswithCVTplanningbytypeofplanning,typeoftrainingprovidedandsizeclass-%ofallenterprises",TRNG_CVT_07S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1682,AccidentsatworkbydayslostandNACERev.2activity,HSW_N2_04,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1683,"EnterpriseswithCVTagreementbytypeofagreement,typeoftrainingprovidedandNACERev.1.1activity-%ofallenterprises",TRNG_CVT_08N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1684,AccidentsatworkbyNACERev.2activityandsizeofenterprise,HSW_N2_05,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1685,AccidentsatworkbyNACERev.2activityandpartofbodyinjured,HSW_N2_06,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1686,"EnterpriseswithCVTagreementbytypeofagreement,typeoftrainingprovidedandNACERev.2activity-%ofallenterprises",TRNG_CVT_08N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1687,"Studentsenrolledintertiaryeducationbyeducationlevel,programmeorientation,sexandage",EDUC_UOE_ENRT02,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1688,AccidentsatworkbyNACERev.2activityandtypeofinjury,HSW_N2_07,dataset,2024-11-19T11:00:00+0100,2024-06-12T23:00:00+0200,2008,2022
1689,"EnterpriseswithCVTagreementbytypeofagreement,typeoftrainingprovidedandsizeclass-%ofallenterprises",TRNG_CVT_08S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1690,Recognisedcasesofoccupationalcancers-experimentalstatistics,HSW_OCC_CNR,dataset,2023-12-18T11:00:00+0100,2023-12-18T11:00:00+0100,2013,2021
1691,EnterpriseswithstaffrepresentativesinvolvedinthemanagementofCVTbytypeofinvolvementandNACERev.1.1activity-%ofallenterprises,TRNG_CVT_09N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1692,"Studentsenrolledintertiaryeducationbyeducationlevel,programmeorientation,sexandfieldofeducation",EDUC_UOE_ENRT03,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1693,EUindexofoccupationaldiseases(2013=100)–experimentalstatistics,HSW_OCC_INA,dataset,2024-01-23T11:00:00+0100,2024-01-23T11:00:00+0100,2013,2021
1694,EnterpriseswithstaffrepresentativesinvolvedinthemanagementofCVTbytypeofinvolvementandNACERev.2activity-%ofallenterprises,TRNG_CVT_09N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1695,"Studentsenrolledintertiaryeducationbyeducationlevel,programmeorientation,sexandfieldofeducation",EDUC_UOE_ENRT03$DV_1705,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,,
1696,Sensitivityanalysisofaccrued-to-datepensionentitlementsingeneralgovernmentpensionschemesoutsideofcorenationalaccounts-annualdata,NASA_10_PENS2,dataset,2024-07-29T11:00:00+0200,2024-04-29T23:00:00+0200,2012,2022
1697,EnterpriseswithstaffrepresentativesinvolvedinthemanagementofCVTbytypeofinvolvementandsizeclass-%ofallenterprises,TRNG_CVT_09S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2005,2020
1698,"Personsreportingawork-relatedhealthproblembysex,ageandeducationalattainmentlevel",HSW_PB1,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1699,"Studentsenrolledintertiaryeducationbyeducationlevel,programmeorientation,sexandfieldofeducation",EDUC_UOE_ENRT03$DV_442,dataset,2024-10-04T23:00:00+0200,2024-01-17T11:00:00+0100,,
1700,Financialbalancesheets-quarterlydata,NASQ_10_F_BS,dataset,2024-10-31T11:00:00+0100,2024-10-04T11:00:00+0200,1998-Q4,2024-Q2
1701,Financialaccounts:counterpartinformation-quarterlydata,NASQ_10_F_CP,dataset,2024-10-31T11:00:00+0100,2024-10-29T23:00:00+0100,1999-Q1,2024-Q2
1702,Distributionofstudentsenrolledattertiaryeducationlevelsbysexandfieldofeducation,EDUC_UOE_ENRT04,dataset,2024-10-03T11:00:00+0200,2024-01-17T11:00:00+0100,2012,2022
1703,Revaluationaccount-quarterlydata,NASQ_10_F_GL,dataset,2024-10-29T14:58:00+0100,2024-10-29T14:58:00+0100,1999-Q1,2024-Q2
1704,RatiooftheproportionoftertiarystudentsovertheproportionofthepopulationbyNUTS1andNUTS2region,EDUC_UOE_ENRT05,dataset,2024-07-26T23:00:00+0200,2024-05-23T23:00:00+0200,2013,2022
1705,"Personsreportingawork-relatedhealthproblembysex,ageandfull-time/part-timeemployment",HSW_PB10,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1706,MainskillsneededforthedevelopmentoftheenterprisebytypeofskillandNACERev.2activity-%ofallenterprises,TRNG_CVT_10N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1707,Otherchangesinvolume-quarterlydata,NASQ_10_F_OC,dataset,2024-10-31T11:00:00+0100,2024-10-14T11:00:00+0200,1998-Q4,2024-Q2
1708,"Studentsenrolledintertiaryeducationbyeducationlevel,programmeorientation,sexandNUTS2region",EDUC_UOE_ENRT06,dataset,2024-07-26T23:00:00+0200,2024-05-23T23:00:00+0200,2013,2022
1709,"Personsreportingawork-relatedhealthproblembysex,ageandcountryofbirth",HSW_PB11,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1710,Financialtransactions-quarterlydata,NASQ_10_F_TR,dataset,2024-10-31T11:00:00+0100,2024-10-04T11:00:00+0200,1998-Q4,2024-Q2
1711,Studentsintertiaryeducationbyagegroups-as%ofcorrespondingagepopulation,EDUC_UOE_ENRT07,dataset,2024-10-03T11:00:00+0200,2024-09-20T23:00:00+0200,2012,2022
1712,Keyindicators-quarterlydata,NASQ_10_KI,dataset,2024-11-08T11:00:00+0100,2024-11-22T11:00:00+0100,1980-Q1,2024-Q2
1713,Mainskillsneededforthedevelopmentoftheenterprisebytypeofskillandsizeclass-%ofallenterprises,TRNG_CVT_10S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1714,"Personsreportingawork-relatedhealthproblemresultingintimeoffworkbysex,ageandcountryofbirth",HSW_PB12,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1715,Studentsintertiaryeducation-as%of20-24yearsoldinthepopulation,EDUC_UOE_ENRT08,dataset,2024-10-03T11:00:00+0200,2024-09-20T23:00:00+0200,2012,2022
1716,Non-financialtransactions-quarterlydata,NASQ_10_NF_TR,dataset,2024-11-07T23:00:00+0100,2024-11-22T11:00:00+0100,1980-Q1,2024-Q2
1717,UsualreactiontofutureskillneedsbytypeofreactionandNACERev.2activity-%ofallenterprises,TRNG_CVT_11N2,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1718,"Personsreportingawork-relatedhealthproblembysex,ageandworkingfromhome",HSW_PB13,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1719,Usualreactiontofutureskillneedsbytypeofreactionandsizeclass-%ofallenterprises,TRNG_CVT_11S,dataset,2023-03-13T23:00:00+0100,2024-01-03T23:00:00+0100,2010,2020
1720,"Personsreportingawork-relatedhealthproblemresultingintimeoffworkbysex,ageandeducationalattainmentlevel",HSW_PB2,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1721,ParticipantsinCVTcoursesbysexandNACERev.1.1activity-%ofpersonsemployedinallenterprises,TRNG_CVT_12N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1722,ParticipantsinCVTcoursesbysexandNACERev.2activity-%ofpersonsemployedinallenterprises,TRNG_CVT_12N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1723,Personsreportingawork-relatedhealthproblemresultingintimeoffworkbyperiodoff,HSW_PB3,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1724,ParticipantsinCVTcoursesbysexandsizeclass-%ofpersonsemployedinallenterprises,TRNG_CVT_12S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1725,Personsreportingawork-relatedhealthproblemresultinginlimitationsofdailyactivities,HSW_PB4,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1726,ParticipantsinCVTcoursesbysexandNACERev.1.1activity-%ofpersonsemployedinenterprisesprovidingCVTcourses,TRNG_CVT_13N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1727,"Newentrantsbyeducationlevel,programmeorientation,sexandage",EDUC_UOE_ENT01,dataset,2024-08-27T23:00:00+0200,2024-05-14T11:00:00+0200,2012,2022
1728,"Personsreportingawork-relatedhealthproblembysex,ageandtypeofproblem",HSW_PB5,dataset,2023-09-14T23:00:00+0200,2024-01-03T23:00:00+0100,2007,2020
1729,ParticipantsinCVTcoursesbysexandNACERev.2activity-%ofpersonsemployedinenterprisesprovidingCVTcourses,TRNG_CVT_13N2,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2020
1730,ParticipantsinCVTcoursesbysexandsizeclass-%ofpersonsemployedinenterprisesprovidingCVTcourses,TRNG_CVT_13S,dataset,2024-06-07T23:00:00+0200,2024-01-03T23:00:00+0100,2005,2020
1731,"Newentrantsbyeducationlevel,programmeorientation,sexandfieldofeducation",EDUC_UOE_ENT02,dataset,2024-08-27T11:00:00+0200,2024-05-14T11:00:00+0200,2012,2022
1732,ParticipantsinCVTcoursesbytypeofCVTplanningandNACERev.1.1activity-%ofpersonsemployedinallenterprises,TRNG_CVT_14N1,dataset,2019-02-26T11:00:00+0100,2024-01-03T23:00:00+0100,2005,2005
1733,"Personsreportingawork-relatedhealthproblembysex,ageandNACERev.1.1activity",HSW_PB6A,dataset,2021-10-12T11:00:00+0200,2021-10-12T11:00:00+0200,2007,2007
